name,country,industry,website,phone,address,city,linkedin_url,google_maps_url,source
Nieruchomości Suliga,PL,Real Estate,https://www.nieruchomosci-suliga.pl,+48 792 019 973,"Parkowa, 2/1, 66-200, Świebodzin",Świebodzin,,,overpass
Fort,PL,Real Estate,,,,,https://www.linkedin.com/company/fort/,,overpass
Proxin,PL,Real Estate,,,,,,,overpass
"Biuro Sprzedaży Inwestycji ""Ursus Centralny""",PL,Real Estate,https://ronson.pl/ursus-centralny,+48 799 364 444,,,https://www.linkedin.com/company/ronson/,,overpass
Empire,PL,Real Estate,,,"Gdańska, 18, 90-707, Łódź",Łódź,,,overpass
Danax Nieruchomości,PL,Real Estate,https://www.danax.com.pl,,"Kalwaryjska, 51/5, 30-504, Kraków",Kraków,,,overpass
Kieleckie Towarzystwo Budownictwa Społecznego Sp. z o.o.,PL,Real Estate,,+48 41 368 11 93,"Jerzego Bogumiła Puscha, 36/1, 25-635, Kielce",Kielce,,,overpass
Azbud,PL,Real Estate,,,,,,,overpass
To jest To Biuro Nieruchomośći,PL,Real Estate,https://www.tojestto.net.pl,+48 606261421,"Józefa Piłsudskiego, 82, 22-500, Hrubieszów",Hrubieszów,,,overpass
Megakot,PL,Real Estate,https://www.megakot.pl,,,,,,overpass
Dom-Krak,PL,Real Estate,https://domkrak.pl,+48 12 623 70 33;+48 12 623 75 45,,,,,overpass
Centrum Obsługi Rynku Nieruchomości,PL,Real Estate,,,,,,,overpass
Express home,PL,Real Estate,,,,,,,overpass
House point,PL,Real Estate,,,,,,,overpass
ARIA WRC Development,PL,Real Estate,https://ariadevelopment.pl,+48 22 774 05 93,"Warszawska, 60b, 05-120, Legionowo",Legionowo,,,overpass
Wrocław For Rent,PL,Real Estate,,,"Jedności Narodowej, 182, 50-302, Wrocław",Wrocław,,,overpass
Goat Nieruchomości,PL,Real Estate,,,,,,,overpass
Biuro Obsługi Rezerwacji Jantar Apartamenty Kołobrzeg,PL,Real Estate,https://www.jantarapartamenty.pl,+48 666 147 082,"Wylotowa, 87ab, 78-100, Kołobrzeg",Kołobrzeg,,,overpass
